City,Country,Date,AQI,PM2.5,PM10,CO,NO2,O3,SO2,Temperature,Humidity,Wind_Speed
Seoul,South Korea,2019-05-12,56.2,24.9,35.7,2.16,15.5,21.9,6.7,38.4,68.1,12.3
Johannesburg,South Africa,2015-06-27,95.9,58.9,103.8,0.38,19.5,48.2,9.8,14.5,88.0,13.4
Tokyo,Japan,2017-02-18,77.1,44.7,83.2,2.05,13.5,39.5,4.0,36.6,46.2,5.8
Los Angeles,USA,2021-04-26,56.2,31.4,48.7,4.45,14.9,78.6,6.4,,44.3,1.9
Nairobi,Kenya,2023-12-26,55.5,37.3,66.9,1.36,8.7,62.6,7.4,32.8,65.1,2.8
London,UK,2017-06-18,54.2,34.6,,1.04,12.8,77.6,4.1,27.3,39.4,5.0
Stockholm,Sweden,2020-02-15,5.0,,5.2,0.38,1.0,23.4,0.3,26.1,37.6,1.1
Lagos,Nigeria,2020-05-24,70.4,32.6,59.9,3.24,17.4,42.2,4.3,31.2,30.5,6.0
Berlin,Germany,2015-07-19,65.8,29.6,47.7,3.3,18.0,42.3,5.4,11.6,57.6,5.0
Seoul,South Korea,2022-04-22,37.4,19.2,35.4,1.49,10.1,37.1,4.1,38.7,91.4,6.8
Dhaka,Bangladesh,2024-01-12,202.9,127.3,204.1,1.09,28.9,52.4,22.1,34.1,40.1,9.4
Seoul,South Korea,2022-09-15,52.6,28.5,44.9,0.86,14.6,26.5,4.0,28.0,33.6,1.6
Cairo,Egypt,2024-12-09,120.7,53.4,77.7,,12.5,67.6,15.5,17.5,90.0,0.7
Tehran,Iran,2019-04-27,135.6,64.6,118.4,1.11,37.3,44.3,8.6,-3.4,71.7,14.0
Istanbul,Turkey,2016-09-11,86.5,58.1,101.8,0.6,11.6,43.1,7.0,10.1,75.1,1.4
Berlin,Germany,2018-10-27,70.6,35.4,67.9,0.57,20.8,24.9,6.6,33.6,44.1,12.8
Tokyo,Japan,2019-04-12,58.1,27.3,50.1,0.81,14.8,60.5,6.6,14.5,57.6,2.0
Mumbai,India,2020-08-18,148.3,100.0,160.9,2.19,16.2,73.1,18.6,-0.9,31.3,2.3
Wuhan,China,2023-11-04,191.2,118.4,155.9,2.28,33.0,77.1,16.0,25.9,64.2,11.2
Delhi,India,2016-10-14,186.2,126.5,252.3,2.91,24.7,72.2,21.4,23.1,86.4,11.1
Chengdu,China,2022-05-28,156.4,71.9,112.8,4.85,21.6,55.5,9.1,32.5,70.1,8.1
Delhi,India,2024-01-28,190.5,82.9,157.8,1.9,25.5,20.9,10.7,25.2,73.9,2.7
Lagos,Nigeria,2017-11-15,131.9,79.1,131.6,1.63,25.4,34.8,15.5,21.7,42.2,0.7
Paris,France,2023-09-25,47.1,19.6,33.0,4.3,10.6,55.2,5.7,8.9,49.2,1.7
Mumbai,India,2018-03-05,192.8,85.2,136.2,0.39,50.2,47.7,15.0,29.6,92.8,6.3
Sydney,Australia,2021-12-27,71.0,35.2,64.5,4.84,16.3,34.3,8.4,33.0,50.3,9.5
Lima,Peru,2016-05-14,37.7,24.5,33.5,0.56,7.8,54.9,5.3,4.1,78.4,9.8
London,UK,2017-05-24,39.9,26.8,45.5,2.4,6.3,26.4,3.5,13.6,62.6,13.0
Toronto,Canada,2019-12-05,62.9,39.0,,1.08,10.0,27.4,8.8,22.5,84.8,12.4
London,UK,2018-04-29,33.6,,35.5,1.4,3.7,40.8,3.4,-2.5,52.0,4.2
Wuhan,China,2023-06-19,145.1,61.4,105.4,4.75,37.9,70.0,17.9,38.0,91.3,11.8
Cairo,Egypt,2019-11-20,121.1,59.5,81.2,0.74,29.9,21.7,15.9,11.5,34.4,6.4
Karachi,Pakistan,2019-04-21,202.1,92.9,173.8,3.83,57.2,74.8,25.6,36.6,39.4,2.8
Lahore,Pakistan,2024-08-27,174.3,113.7,172.7,4.15,30.4,68.0,23.5,25.5,93.5,11.1
Buenos Aires,Argentina,2016-03-29,54.3,34.2,62.5,4.25,8.0,76.9,4.1,16.6,35.9,6.8
Mexico City,Mexico,2015-08-12,24.9,13.6,20.1,2.12,5.4,73.9,2.3,20.9,88.3,12.7
Lagos,Nigeria,2019-03-27,146.1,90.5,166.3,1.05,28.1,61.7,13.2,20.4,77.0,7.8
Tokyo,Japan,2023-01-07,42.7,21.5,33.4,1.18,12.7,56.4,3.0,2.4,37.1,10.9
Lagos,Nigeria,2022-07-12,113.1,63.8,121.8,3.87,16.2,69.1,16.6,27.2,79.0,4.4
Jakarta,Indonesia,2022-12-03,84.4,38.2,69.8,2.16,14.5,37.1,7.9,30.6,90.6,6.5
Johannesburg,South Africa,2023-06-11,84.3,58.0,84.0,4.6,25.1,26.0,11.7,23.8,81.3,2.1
Nairobi,Kenya,2016-08-24,84.1,49.4,81.9,2.93,20.9,37.9,12.1,8.8,85.8,0.7
Delhi,India,2020-11-10,157.8,85.8,115.7,1.3,45.9,45.1,8.3,18.2,94.6,5.3
Beijing,China,2017-01-06,201.8,119.7,232.7,4.34,46.7,31.0,25.9,32.0,,6.4
Mexico City,Mexico,2020-05-05,123.3,76.6,105.0,0.39,,21.0,13.9,15.4,78.3,1.8
Ho Chi Minh City,Vietnam,2015-01-27,113.1,48.4,93.6,3.93,23.4,46.8,13.6,11.3,69.1,2.7
Cairo,Egypt,2024-01-08,151.0,98.9,162.7,3.05,34.1,42.4,18.1,22.4,46.6,4.6
Lahore,Pakistan,2018-04-26,159.7,77.5,110.2,4.22,,34.3,21.5,,44.9,5.3
Istanbul,Turkey,2016-06-23,141.8,59.8,86.5,1.57,26.8,69.4,10.3,31.3,,3.4
Johannesburg,South Africa,2016-04-06,116.7,66.0,114.3,4.07,26.9,64.1,11.0,21.5,38.5,5.8
Mexico City,Mexico,2018-09-21,112.7,63.7,91.1,4.69,13.2,23.1,15.3,,49.7,14.6
Jakarta,Indonesia,2020-02-08,104.2,45.6,74.6,0.55,17.9,24.3,6.9,35.2,83.3,12.9
Dhaka,Bangladesh,2019-02-07,218.9,133.0,219.5,0.87,55.8,73.4,16.8,19.3,56.8,11.1
Toronto,Canada,2022-09-21,51.1,27.4,44.5,1.36,6.9,22.3,6.7,13.1,,8.5
Stockholm,Sweden,2018-08-18,14.6,9.1,14.2,1.13,2.6,67.1,0.9,18.2,75.6,11.4
Cairo,Egypt,2021-08-25,150.2,81.1,154.1,1.28,44.8,45.2,11.6,,29.4,11.5
Lagos,Nigeria,2022-11-11,93.2,51.0,96.7,1.28,16.2,67.8,10.9,,38.8,2.3
Lagos,Nigeria,2020-03-25,89.1,60.9,105.7,2.85,24.2,55.5,9.6,4.1,66.5,10.2
Ho Chi Minh City,Vietnam,2023-04-03,89.1,50.9,100.8,0.65,9.0,22.2,11.9,-4.9,36.6,14.7
Mexico City,Mexico,2016-04-26,99.7,46.2,89.1,4.17,11.2,68.8,9.2,20.2,28.1,6.3
Karachi,Pakistan,2019-03-05,205.9,116.2,153.7,1.06,27.2,73.3,28.9,31.3,33.1,12.7
Ho Chi Minh City,Vietnam,2017-05-14,168.6,95.5,173.2,0.54,37.0,35.1,16.8,12.3,71.5,7.6
Los Angeles,USA,2018-09-24,19.0,11.3,15.0,4.32,5.5,34.2,2.7,35.8,67.0,7.9
Dhaka,Bangladesh,2023-02-23,149.4,83.0,151.1,0.74,23.5,43.7,10.5,5.4,77.1,3.0
Wuhan,China,2024-08-22,136.8,63.1,116.6,2.37,25.6,51.5,8.1,39.4,83.5,4.7
Paris,France,2023-04-01,33.0,19.3,33.1,1.76,5.6,51.5,4.6,-0.1,58.2,6.8
Stockholm,Sweden,2024-05-30,32.8,20.0,38.7,1.72,5.6,33.6,3.8,6.4,37.6,14.8
Paris,France,2023-08-03,74.2,47.8,94.6,4.86,12.4,51.1,10.6,-3.8,88.7,12.9
Seoul,South Korea,2018-09-07,84.1,35.3,56.8,2.17,12.6,42.3,5.8,15.2,50.6,9.3
Lagos,Nigeria,2015-06-12,152.4,69.5,110.6,2.94,31.9,59.7,11.7,23.6,35.1,2.3
Dhaka,Bangladesh,2018-05-08,148.1,76.9,111.5,1.95,,67.7,17.6,31.7,47.4,12.5
Lahore,Pakistan,2015-04-14,161.9,78.2,141.1,0.57,33.1,29.4,21.6,13.6,65.3,8.9
Beijing,China,2017-03-01,164.8,81.5,112.3,1.76,22.8,22.4,14.5,25.6,28.5,9.0
Chengdu,China,2015-04-30,133.1,56.0,76.4,1.29,25.7,46.7,13.0,11.9,86.0,13.3
Tokyo,Japan,2019-02-28,30.1,18.3,36.6,4.15,5.0,31.5,4.0,13.1,63.9,1.1
Lagos,Nigeria,2019-06-03,93.3,43.0,78.8,3.4,17.0,52.0,9.7,5.1,29.7,12.2
Buenos Aires,Argentina,2020-01-20,58.2,25.8,45.6,2.84,14.8,25.6,6.2,16.9,84.1,3.2
Paris,France,2019-04-17,52.5,23.4,37.8,4.44,12.3,64.7,3.1,15.3,82.9,12.6
Mexico City,Mexico,2024-08-27,106.8,71.6,140.9,4.66,27.2,32.7,6.8,26.5,30.5,14.3
Wuhan,China,2018-05-09,160.2,65.5,92.1,1.67,38.6,64.2,11.4,24.2,22.4,2.0
Mumbai,India,2018-11-22,195.2,103.7,143.5,4.67,36.6,49.8,26.4,21.4,42.6,8.3
Wuhan,China,2016-06-05,167.5,111.7,163.6,2.93,47.6,22.7,11.6,10.6,70.9,12.7
São Paulo,Brazil,2016-12-27,100.9,44.9,66.5,3.74,13.4,69.7,10.0,15.1,30.1,10.4
Lahore,Pakistan,2020-03-26,153.6,93.3,142.0,3.58,31.0,71.2,14.7,5.7,27.6,4.6
Lagos,Nigeria,2018-06-23,49.4,26.0,42.1,3.9,14.4,35.7,7.1,5.3,76.6,10.4
Buenos Aires,Argentina,2020-01-20,44.7,27.6,,4.67,10.6,67.2,2.6,2.3,39.7,8.2
Lagos,Nigeria,2015-05-29,89.4,56.6,101.8,3.81,23.8,70.1,11.4,-2.0,66.7,0.8
Mexico City,Mexico,2017-11-18,169.5,70.9,141.0,3.19,23.1,48.1,22.5,3.1,60.3,0.6
Bangkok,Thailand,2021-09-20,86.4,48.3,67.7,4.66,16.7,33.9,10.7,35.2,88.5,6.8
Lahore,Pakistan,2016-01-24,133.1,90.4,120.8,3.83,18.0,47.9,19.4,21.2,59.3,1.4
Bangkok,Thailand,2021-07-13,74.8,38.1,71.1,0.96,10.9,52.5,4.8,12.2,93.7,8.4
Karachi,Pakistan,2020-04-09,179.6,107.6,155.8,4.28,22.3,75.3,12.9,38.0,79.8,3.0
Chengdu,China,2019-09-27,154.8,92.5,154.0,3.18,16.4,24.8,18.5,33.2,47.0,2.9
Delhi,India,2015-07-12,171.4,89.8,156.3,2.22,47.9,44.1,11.7,6.2,54.9,11.8
Jakarta,Indonesia,2015-11-17,109.5,70.8,119.4,2.2,14.2,60.3,14.4,15.7,53.5,11.5
Bangkok,Thailand,2021-02-28,114.2,72.6,,4.33,17.4,30.2,6.1,32.5,24.5,14.3
Tokyo,Japan,2023-06-14,92.1,44.9,83.8,4.75,16.0,70.1,11.7,21.5,47.6,6.5
Stockholm,Sweden,2016-03-31,58.3,30.8,61.4,2.01,13.6,39.2,5.6,-1.2,77.2,10.1
Nairobi,Kenya,2018-01-01,112.4,,90.6,2.51,30.6,71.7,6.3,30.2,75.0,1.1
Ho Chi Minh City,Vietnam,2015-08-18,132.2,78.0,110.6,0.88,28.1,23.5,8.8,37.7,75.9,9.4
Jakarta,Indonesia,2019-08-28,111.5,69.8,91.0,0.51,30.6,68.8,13.3,17.5,30.9,2.0
Dhaka,Bangladesh,2023-11-14,131.1,67.5,120.6,2.44,32.3,31.6,12.9,12.0,38.4,9.2
Berlin,Germany,2024-01-03,120.2,53.2,83.0,1.83,30.5,22.1,9.4,36.3,42.5,2.7
Sydney,Australia,2024-03-11,31.3,13.0,20.7,4.32,9.1,34.9,2.5,20.5,37.0,2.7
Johannesburg,South Africa,2016-02-29,53.2,33.9,52.2,3.88,7.2,51.7,6.7,15.2,25.4,11.2
Beijing,China,2016-06-24,122.7,60.7,121.1,4.42,13.2,55.6,10.5,-3.3,20.8,9.0
Los Angeles,USA,2022-11-18,42.7,26.9,50.3,3.39,7.8,79.3,3.4,18.2,59.0,6.7
São Paulo,Brazil,2021-10-22,134.8,68.2,99.0,4.53,31.1,37.3,14.4,33.4,90.1,1.6
Cairo,Egypt,2018-05-06,128.9,,177.4,3.39,34.7,37.8,18.3,21.6,58.2,12.6
Bangkok,Thailand,2019-02-02,115.5,47.1,80.9,4.16,24.2,76.1,16.1,18.8,50.3,1.3
Buenos Aires,Argentina,2017-04-14,132.5,72.8,,1.16,38.2,63.7,14.1,4.3,50.0,5.5
Chengdu,China,2015-12-29,139.7,64.0,113.0,4.54,37.4,40.4,9.1,11.3,49.6,8.3
Sydney,Australia,2015-08-26,31.5,14.9,27.6,3.98,6.3,53.2,4.5,35.9,82.2,5.9
Beijing,China,2019-12-11,155.5,73.8,137.9,3.22,24.3,70.5,19.2,17.6,23.3,13.6
Mexico City,Mexico,2023-03-17,122.2,54.5,90.6,,24.9,48.4,9.6,29.6,26.7,3.9
Delhi,India,2024-10-19,162.6,73.7,,0.44,23.6,22.4,22.4,35.0,72.4,9.1
Bangkok,Thailand,2016-06-29,129.1,64.4,103.7,4.91,34.8,45.1,18.1,-0.6,,13.4
Mexico City,Mexico,2023-10-23,83.7,41.6,78.1,1.58,10.8,53.1,5.3,11.1,63.5,3.5
Dhaka,Bangladesh,2015-12-23,149.6,88.3,151.8,2.93,42.8,75.6,16.0,28.2,80.4,2.1
Wuhan,China,2018-02-17,145.9,58.6,76.2,1.76,37.7,75.3,13.1,23.4,55.4,4.6
Johannesburg,South Africa,2021-01-18,141.0,82.5,112.1,4.2,15.2,61.4,9.0,19.6,29.6,14.6
São Paulo,Brazil,2019-01-11,103.4,66.0,122.6,0.87,22.1,79.9,9.1,-0.7,77.3,9.1
London,UK,2017-06-07,5.0,2.7,4.6,1.42,1.4,44.7,0.6,37.5,51.2,7.2
London,UK,2019-05-20,52.2,26.8,44.7,1.38,5.5,35.5,6.2,33.6,29.8,10.2
Delhi,India,2024-08-14,162.1,107.2,182.9,3.31,19.9,27.2,16.2,27.3,34.7,8.4
Sydney,Australia,2019-05-06,5.0,3.2,4.7,4.56,1.0,24.9,0.3,29.3,84.2,4.0
Nairobi,Kenya,2024-02-29,83.9,37.8,61.0,,18.8,44.4,5.5,27.7,40.7,8.7
Toronto,Canada,2018-04-09,51.4,29.1,42.9,3.63,11.0,44.2,2.8,9.9,46.4,12.0
Los Angeles,USA,2022-10-01,55.9,31.4,44.5,1.34,,46.6,6.8,29.2,27.2,7.7
Istanbul,Turkey,2021-07-16,96.5,51.3,77.5,2.54,19.6,56.0,8.5,37.5,,13.5
Buenos Aires,Argentina,2020-02-10,54.7,36.1,59.4,3.49,14.3,74.5,3.9,38.9,92.4,4.8
Los Angeles,USA,2023-11-02,5.0,2.1,2.9,3.04,1.2,52.1,0.6,30.7,32.6,10.1
Dhaka,Bangladesh,2022-03-14,166.2,87.4,166.5,1.32,22.7,63.3,24.5,15.1,46.3,4.2
Karachi,Pakistan,2022-09-10,157.6,71.5,97.6,2.62,46.6,67.2,17.4,16.9,66.3,6.0
Jakarta,Indonesia,2020-07-17,131.2,62.4,94.8,3.43,31.2,42.3,18.2,13.0,72.4,3.5
Toronto,Canada,2024-01-23,76.2,43.0,57.0,0.5,11.7,69.7,5.5,34.9,73.7,10.5
Karachi,Pakistan,2019-07-22,171.7,102.1,165.1,4.4,19.1,40.7,13.5,12.9,56.0,14.4
London,UK,2022-01-11,51.0,29.7,39.1,2.91,5.8,41.6,4.1,24.2,21.3,11.9
Nairobi,Kenya,2022-07-23,85.9,59.1,95.8,1.2,14.9,75.7,5.3,35.1,59.7,1.5
Nairobi,Kenya,2018-05-03,101.3,47.9,81.6,1.02,29.2,32.7,11.5,32.4,64.7,10.0
Chengdu,China,2015-01-20,188.5,123.0,191.2,4.85,43.0,29.2,10.7,19.5,75.6,0.8
Dhaka,Bangladesh,2015-01-09,194.4,111.5,222.2,3.77,,25.2,25.5,31.4,54.3,1.0
São Paulo,Brazil,2021-04-30,117.5,52.1,84.6,2.77,20.4,79.4,14.8,32.4,38.1,6.1
São Paulo,Brazil,2015-10-08,69.6,48.7,72.0,0.77,9.8,54.3,5.8,2.4,55.1,10.2
Beijing,China,2017-04-02,165.0,72.9,115.1,1.77,32.7,38.8,21.0,12.2,46.3,14.6
Beijing,China,2017-04-05,156.9,68.9,102.5,3.7,23.9,60.8,22.2,11.8,34.4,10.9
Beijing,China,2018-11-18,162.9,93.5,166.2,3.76,37.3,40.3,21.8,37.1,42.7,4.6
Bangkok,Thailand,2021-03-26,83.1,57.8,81.7,2.63,11.5,44.6,7.3,20.7,22.6,12.2
Cairo,Egypt,2018-01-13,138.9,65.2,98.2,0.4,23.4,74.0,8.0,36.8,48.5,11.2
Paris,France,2023-01-10,77.5,33.3,58.0,4.93,17.8,56.5,7.3,7.8,,2.7
Lagos,Nigeria,2016-03-17,75.0,47.8,62.5,1.81,15.2,75.7,8.0,8.3,46.4,5.4
Beijing,China,2019-07-05,158.8,70.4,115.2,1.57,18.8,33.0,16.2,6.6,37.8,9.5
Seoul,South Korea,2018-11-09,79.8,50.2,89.6,0.63,13.7,63.4,5.4,3.8,67.3,4.6
Berlin,Germany,2024-10-12,5.0,2.8,5.1,2.64,1.4,26.4,0.6,19.5,81.3,5.1
Johannesburg,South Africa,2022-08-15,101.8,52.2,97.9,3.51,18.5,78.2,5.4,12.2,,14.1
Sydney,Australia,2017-01-16,46.5,27.4,49.3,1.17,6.0,22.9,3.1,31.4,90.8,13.6
Beijing,China,2015-08-23,183.7,118.2,158.9,1.31,52.9,64.4,24.5,18.1,49.5,9.9
São Paulo,Brazil,2021-03-25,96.3,49.3,,1.04,19.8,51.2,10.5,0.2,88.6,11.3
Delhi,India,2016-09-03,186.6,93.8,142.9,4.25,31.5,57.9,19.4,6.8,44.9,14.2
Wuhan,China,2017-01-30,140.5,66.7,108.4,2.16,32.7,28.2,12.0,5.9,42.0,10.8
Lagos,Nigeria,2023-03-25,119.0,62.3,102.2,3.58,,68.3,9.1,33.6,82.3,12.9
London,UK,2015-04-21,69.8,30.9,53.7,4.78,8.5,64.3,4.4,37.8,80.0,4.7
Bangkok,Thailand,2018-02-11,131.2,73.2,138.8,,24.4,29.8,11.5,27.0,63.8,1.8
Sydney,Australia,2016-06-27,5.0,3.0,5.4,3.16,0.8,29.8,0.4,31.3,56.6,5.6
Buenos Aires,Argentina,2021-09-12,23.3,15.5,30.4,4.25,4.1,53.6,3.1,-2.7,60.0,6.3
Dhaka,Bangladesh,2018-06-06,120.5,60.9,106.4,2.26,19.8,54.0,10.5,-3.4,51.3,3.3
Delhi,India,2018-04-24,191.5,98.5,196.0,2.03,28.5,48.4,27.7,24.9,74.8,2.9
Johannesburg,South Africa,2020-06-25,112.4,77.7,153.5,1.81,28.7,27.2,14.4,7.9,41.7,7.9
Tokyo,Japan,2016-09-07,67.0,31.1,50.1,1.39,18.2,40.3,9.3,9.7,33.5,8.9
Tehran,Iran,2024-06-14,111.4,65.3,98.7,1.8,16.4,75.7,13.2,29.0,34.6,10.1
Sydney,Australia,2023-05-26,6.0,3.7,,3.01,0.8,35.7,0.7,22.6,61.6,11.6
Lagos,Nigeria,2015-12-24,96.7,39.0,56.0,4.67,18.5,27.9,9.2,30.7,57.6,14.1
Lahore,Pakistan,2017-01-30,144.6,88.4,137.0,3.99,23.4,39.8,15.1,-3.9,32.7,12.8
Paris,France,2021-08-18,46.4,21.2,39.1,0.83,9.0,50.5,4.9,11.3,84.2,4.9
Lahore,Pakistan,2019-10-07,197.2,127.7,182.5,2.81,39.5,44.9,20.4,8.2,59.9,10.4
Mexico City,Mexico,2021-06-10,94.4,65.2,92.3,1.99,18.3,22.5,9.9,34.1,87.6,5.2
Buenos Aires,Argentina,2021-01-01,43.2,24.1,37.5,2.08,5.1,44.4,2.9,8.6,44.8,6.7
Lagos,Nigeria,2021-08-02,134.4,79.2,157.0,3.08,35.1,70.0,16.7,25.1,51.3,8.7
Lagos,Nigeria,2021-09-09,131.7,67.9,121.3,0.45,23.4,77.8,14.1,17.5,38.6,7.6
Toronto,Canada,2017-07-20,11.8,5.9,10.0,3.47,2.1,37.0,0.8,-0.4,38.1,0.8
Chengdu,China,2018-03-22,69.4,29.1,40.5,4.33,16.3,25.7,8.2,0.9,74.9,14.2
Berlin,Germany,2016-04-07,64.5,41.8,72.4,0.32,16.6,44.2,8.9,20.8,34.4,1.3
Ho Chi Minh City,Vietnam,2021-11-03,162.9,67.1,125.7,2.21,33.5,52.0,14.4,3.4,25.9,3.5
Beijing,China,2015-04-18,166.1,100.4,178.1,4.57,31.8,65.5,19.4,37.2,70.2,3.1
London,UK,2021-01-02,71.6,47.1,75.4,3.29,20.8,77.5,4.1,-4.9,92.0,8.3
Los Angeles,USA,2022-08-22,91.1,61.4,98.4,2.37,12.1,74.3,10.5,3.1,62.0,5.3
Beijing,China,2017-08-15,167.2,95.2,176.4,1.47,47.4,51.1,11.8,13.6,89.3,7.4
Paris,France,2015-11-16,9.1,4.1,,2.32,2.6,72.0,1.1,25.3,35.9,9.2
Cairo,Egypt,2015-04-22,132.1,89.7,116.9,2.26,22.0,77.7,19.5,21.4,61.3,13.6
Beijing,China,2015-11-21,97.0,55.2,72.7,4.85,15.9,51.2,8.9,35.2,95.0,1.5
Beijing,China,2023-10-26,131.1,68.4,136.7,1.98,20.4,70.8,17.9,,42.4,9.9
Tokyo,Japan,2017-02-10,49.4,26.9,37.7,1.73,7.9,61.7,3.9,35.4,93.7,1.7
Mumbai,India,2024-02-02,149.9,71.9,112.7,0.96,23.4,64.9,12.7,4.4,28.1,5.5
Mexico City,Mexico,2015-06-03,69.7,33.2,52.9,4.78,14.7,51.9,6.3,20.1,93.8,4.2
Stockholm,Sweden,2019-09-08,5.0,2.7,4.8,2.81,0.5,38.4,0.3,36.7,79.6,14.8
Berlin,Germany,2020-11-27,65.2,35.4,67.8,3.46,13.4,42.2,7.7,21.6,66.1,6.3
Mumbai,India,2015-10-20,144.5,67.5,102.1,1.47,42.4,29.4,17.1,18.0,22.6,3.6
Istanbul,Turkey,2022-08-12,91.0,58.7,100.4,0.66,11.6,63.8,11.4,38.1,35.4,9.9
Wuhan,China,2015-01-06,150.2,76.6,123.9,,31.6,56.4,13.7,11.8,69.2,1.3
Karachi,Pakistan,2017-09-02,146.9,101.7,136.1,3.63,22.1,45.8,11.3,4.6,53.1,5.9
Lagos,Nigeria,2015-09-13,122.9,69.4,108.4,3.4,34.0,58.5,14.8,1.7,73.5,14.8
Tokyo,Japan,2016-08-11,41.1,21.5,41.2,3.08,5.1,78.7,4.6,-0.2,62.9,11.0
Tokyo,Japan,2019-05-01,58.4,28.9,45.3,4.23,15.5,20.5,3.6,10.7,42.7,1.9
Toronto,Canada,2020-02-21,5.0,3.0,,2.0,1.0,22.7,0.3,24.1,56.4,9.2
Tokyo,Japan,2016-10-18,68.4,33.6,,3.47,11.4,72.4,6.1,-3.0,93.8,7.6
Delhi,India,2020-08-03,162.7,109.0,207.4,0.48,42.6,49.4,19.1,1.6,70.1,3.8
Los Angeles,USA,2021-11-17,42.7,29.8,39.8,1.86,8.8,32.4,6.2,15.7,72.0,5.7
Jakarta,Indonesia,2021-03-21,97.5,47.9,71.6,4.28,10.0,73.6,8.7,22.8,80.4,7.2
Tokyo,Japan,2021-09-22,28.9,18.7,32.8,3.08,2.9,77.6,1.8,3.3,94.0,1.8
Cairo,Egypt,2018-04-10,133.4,57.2,103.7,4.48,22.7,38.7,19.1,-1.6,46.1,10.0
Mexico City,Mexico,2024-08-15,144.6,94.6,177.2,1.1,33.2,71.1,8.6,6.0,93.3,7.2
Lima,Peru,2021-08-29,70.4,35.6,56.0,4.5,10.0,36.7,7.0,9.0,86.9,9.7
Lima,Peru,2019-03-13,67.2,41.9,64.2,3.16,17.9,40.7,3.6,-5.0,84.5,8.4
São Paulo,Brazil,2019-07-04,81.7,47.3,67.1,0.48,12.1,79.5,7.5,36.6,39.5,10.9
Seoul,South Korea,2016-02-06,84.3,50.2,99.0,0.44,25.1,48.3,10.7,24.1,38.6,5.3
Mumbai,India,2019-06-02,170.7,108.0,200.8,4.16,46.0,61.3,21.2,21.5,37.0,1.7
Beijing,China,2020-05-28,178.1,121.9,228.0,4.96,19.4,21.9,21.1,-3.8,86.8,7.3
Karachi,Pakistan,2016-03-21,148.4,70.5,123.3,3.59,23.4,42.0,15.6,12.3,56.9,7.1
São Paulo,Brazil,2022-09-07,71.1,28.6,53.6,0.83,11.1,47.1,9.6,29.5,31.2,7.0
Paris,France,2021-07-04,26.2,18.0,34.1,1.01,4.9,46.7,3.8,30.8,80.7,5.8
São Paulo,Brazil,2022-08-12,108.7,74.8,129.1,2.79,29.8,74.3,6.4,26.4,67.1,3.5
Delhi,India,2022-03-21,164.1,79.7,113.0,1.44,46.5,75.0,12.4,4.1,54.1,10.1
Lima,Peru,2018-08-29,83.9,38.7,56.5,4.42,14.5,75.3,5.1,36.9,88.6,8.3
Lagos,Nigeria,2022-06-10,84.8,43.2,75.6,0.88,18.2,60.7,5.6,36.0,76.8,8.2
Lagos,Nigeria,2018-11-09,120.4,57.3,93.0,2.83,23.1,25.0,14.9,5.8,75.4,13.0
Jakarta,Indonesia,2019-04-08,99.7,60.9,110.1,3.96,19.3,28.3,9.2,28.7,84.2,1.7
Dhaka,Bangladesh,2016-05-17,172.7,72.7,104.9,4.19,43.5,33.0,10.4,-1.4,57.5,10.6
Johannesburg,South Africa,2020-08-31,105.5,44.9,73.9,1.33,14.4,66.5,11.7,9.2,54.5,3.7
Bangkok,Thailand,2016-12-07,87.2,44.9,66.3,1.82,15.0,38.8,5.1,1.7,,5.8
Mexico City,Mexico,2018-10-12,155.8,95.9,162.5,2.41,36.3,55.1,19.2,39.7,43.6,5.3
Ho Chi Minh City,Vietnam,2022-08-23,118.9,78.1,150.5,2.16,18.2,44.0,8.2,-2.3,79.8,8.8
Los Angeles,USA,2021-03-20,67.3,31.2,52.7,2.19,13.5,25.4,9.6,29.4,75.6,8.9
Wuhan,China,2020-06-26,151.7,79.5,145.7,1.0,40.0,46.6,19.7,17.3,23.9,9.3
Istanbul,Turkey,2016-11-14,71.3,38.4,70.9,1.35,7.5,37.2,4.7,10.5,35.6,1.9
Chengdu,China,2019-01-13,143.0,57.3,105.4,2.48,39.0,23.2,9.5,6.6,86.6,5.6
Tehran,Iran,2021-10-09,103.8,66.5,100.5,1.94,24.0,43.0,5.4,39.5,37.9,4.0
Seoul,South Korea,2024-08-29,85.2,58.1,103.9,3.39,14.7,68.8,8.3,15.6,94.6,9.3
Lahore,Pakistan,2022-01-11,133.0,74.1,104.8,4.94,30.7,28.9,16.5,14.8,81.7,4.5
Dhaka,Bangladesh,2016-12-20,203.1,88.6,116.1,0.71,38.1,44.1,13.9,-3.0,71.9,3.4
Karachi,Pakistan,2015-05-14,194.8,83.9,130.5,2.55,28.0,50.2,12.2,-4.9,72.4,12.6
Dhaka,Bangladesh,2017-03-17,159.0,93.5,123.7,0.74,46.4,60.7,19.0,-0.4,37.5,6.2
Tokyo,Japan,2016-01-21,18.9,12.1,20.9,1.23,4.8,52.4,1.3,32.9,35.7,10.5
Chengdu,China,2020-07-29,145.8,70.9,139.8,3.87,38.7,38.8,12.4,2.8,53.5,15.0
Toronto,Canada,2019-02-13,86.3,53.2,96.7,1.25,9.6,27.3,10.5,15.5,87.9,5.8
Jakarta,Indonesia,2020-10-15,117.4,76.8,102.4,1.99,25.7,51.4,14.4,34.7,76.9,5.0
Delhi,India,2019-12-14,192.2,102.5,138.0,3.56,39.8,60.7,22.6,2.0,44.7,0.8
